229	k119_107	6	246	246	82	1	241	2936
89	k119_107	1	89	246	154	87	175	175
86	k119_107	1	89	246	404	150	238	238
331	k119_124	36	366	416	386	331	1	331
301	k119_124	36	366	416	290	331	1	331
120	k119_124	92	226	416	145	157	291	16457
91	k119_124	1	94	416	145	67	160	16457
119	k119_124	1	119	416	338	67	185	185
105	k119_124	312	416	416	126	228	124	228
102	k119_124	312	416	416	249	228	124	228
99	k119_124	283	381	416	220	1	99	99
98	k119_124	298	395	416	219	1	98	98
89	k119_124	290	381	416	12	92	1	171601
74	k119_124	40	116	416	46	8260	8184	41189
196	k119_37	1	247	247	418	281	35	376
153	k119_37	1	159	247	160	159	1	169
144	k119_37	1	159	247	400	274	432	432
129	k119_37	113	247	247	123	214	80	214
115	k119_37	76	196	247	206	121	1	121
114	k119_37	113	247	247	383	169	35	169
74	k119_37	1	74	247	399	74	1	169
74	k119_37	1	74	247	159	74	1	147
207	k119_38	36	242	242	302	207	1	207
115	k119_38	5	119	242	227	115	1	115
88	k119_38	1	88	242	102	19	106	106
85	k119_38	1	88	242	226	88	1	169
84	k119_38	159	242	242	88	35822	35739	35822
84	k119_38	36	119	242	57	1	84	63646
84	k119_38	36	119	242	4	1	84	82836
84	k119_38	159	242	242	3	1	84	40925
78	k119_38	165	242	242	3	8010	8087	40925
66	k119_38	1	66	242	404	66	1	238
66	k119_38	1	66	242	101	82	147	147
1558	k119_126	165	1722	1757	174	1558	1	1558
366	k119_126	785	1183	1757	203	1455	1057	1571
96	k119_126	1597	1698	1757	203	102	1	1571
180	k119_126	66	248	1757	107	183	1	183
161	k119_126	1573	1757	1757	41	173878	174062	174142
84	k119_126	1	84	1757	41	174059	174142	174142
147	k119_126	1569	1724	1757	110	156	1	1452
146	k119_126	1	149	1757	124	149	1	149
125	k119_126	1	149	1757	288	114	262	262
117	k119_126	1641	1757	1757	288	1	117	262
121	k119_126	1542	1698	1757	347	906	1062	1062
120	k119_126	1632	1757	1757	380	206	81	206
84	k119_126	1	84	1757	380	84	1	206
98	k119_126	1615	1715	1757	282	1	101	101
88	k119_126	1632	1722	1757	208	1	91	91
86	k119_126	1639	1724	1757	207	86	1	86
84	k119_126	165	248	1757	185	1	84	137
31	k119_126	218	248	1757	379	1	31	292
31	k119_126	218	248	1757	186	86	56	86
29	k119_126	220	248	1757	411	1	29	290
29	k119_126	220	248	1757	268	1	29	292
1571	k119_0	175	1745	2110	203	1	1571	1571
366	k119_0	1231	1629	2110	174	540	938	1558
117	k119_0	151	276	2110	174	1	126	1558
339	k119_0	1666	2007	2110	378	1	342	342
279	k119_0	1772	2110	2110	400	46	384	432
273	k119_0	1630	1932	2110	188	303	1	2884
252	k119_0	1666	1932	2110	198	267	1	267
215	k119_0	36	301	2110	41	174142	173877	174142
209	k119_0	1772	2007	2110	296	236	1	281
208	k119_0	1	232	2110	288	232	1	262
206	k119_0	36	241	2110	380	1	206	206
179	k119_0	1905	2107	2110	418	376	174	376
163	k119_0	1905	2073	2110	399	169	1	169
147	k119_0	1927	2073	2110	159	147	1	147
134	k119_0	1849	1988	2110	321	140	1	140
121	k119_0	1990	2110	2110	160	169	49	169
119	k119_0	1	119	2110	124	31	149	149
116	k119_0	149	276	2110	110	1	128	1452
101	k119_0	158	258	2110	282	101	1	101
100	k119_0	1629	1773	2110	370	166	22	249
84	k119_0	1927	2010	2110	370	249	166	249
100	k119_0	175	307	2110	347	1062	930	1062
89	k119_0	1654	1745	2110	376	92	1	556
88	k119_0	151	241	2110	208	91	1	91
88	k119_0	1662	1749	2110	149	1	88	88
87	k119_0	1924	2010	2110	202	87	1	87
83	k119_0	149	234	2110	207	1	86	86
54	k119_0	1	54	2110	107	130	183	183
36	k119_0	2075	2110	2110	206	121	86	121
290	k119_2	52	341	384	411	1	290	290
274	k119_2	52	343	384	268	1	292	292
271	k119_2	50	341	384	379	1	292	292
133	k119_2	1	133	384	185	5	137	137
127	k119_2	258	384	384	177	1	127	303
119	k119_2	260	384	384	367	220	96	220
119	k119_2	260	384	384	277	220	96	220
86	k119_2	50	135	384	186	86	1	86
80	k119_2	1	80	384	174	1554	1475	1558
80	k119_2	1	80	384	107	80	1	183
1972	k119_89	6093	8064	9777	147	1	1972	1972
1256	k119_89	8027	9282	9777	162	1256	1	1256
913	k119_89	337	1249	9777	285	913	1	913
883	k119_89	3041	3923	9777	384	883	1	883
763	k119_89	2292	3054	9777	391	1	763	763
620	k119_89	1710	2329	9777	328	1	620	620
564	k119_89	4707	5270	9777	317	1	564	564
543	k119_89	5375	5917	9777	291	543	1	543
360	k119_89	4211	4570	9777	114	1	360	360
346	k119_89	1438	1783	9777	405	1	346	346
233	k119_89	1167	1399	9777	368	233	1	233
222	k119_89	58	279	9777	407	222	1	222
217	k119_89	9277	9493	9777	284	1	217	217
201	k119_89	4493	4693	9777	351	201	1	201
186	k119_89	229	414	9777	402	1	186	186
184	k119_89	3943	4126	9777	333	184	1	184
62	k119_89	9716	9777	9777	28	5151	5212	112401
214	k119_90	132	345	345	239	214	1	214
196	k119_90	22	232	345	239	211	1	214
119	k119_90	1	119	345	239	119	1	214
95	k119_90	248	345	345	239	211	114	214
180	k119_90	36	215	345	389	180	1	180
165	k119_90	149	328	345	389	180	1	180
90	k119_90	1	102	345	389	102	1	180
84	k119_90	262	345	345	389	180	97	180
135	k119_90	110	268	345	122	1	159	159
128	k119_90	1	155	345	122	5	159	159
99	k119_90	223	345	345	122	1	123	159
128	k119_90	36	172	345	19	1	137	209428
128	k119_90	149	285	345	19	1	137	209428
84	k119_90	262	345	345	19	1	84	209428
53	k119_90	1	59	345	19	79	137	209428
38	k119_90	255	292	345	19	42400	42363	209428
38	k119_90	142	179	345	19	42400	42363	209428
38	k119_90	29	66	345	19	42400	42363	209428
38	k119_90	254	291	345	19	126086	126049	209428
38	k119_90	141	178	345	19	126086	126049	209428
38	k119_90	28	65	345	19	126086	126049	209428
37	k119_90	256	292	345	19	42311	42275	209428
37	k119_90	143	179	345	19	42311	42275	209428
37	k119_90	30	66	345	19	42311	42275	209428
103	k119_90	110	215	345	252	1	106	106
97	k119_90	223	328	345	252	1	106	106
93	k119_90	1	102	345	252	5	106	106
101	k119_90	72	193	345	346	1	122	122
101	k119_90	185	306	345	346	1	122	122
74	k119_90	1	80	345	346	43	122	122
38	k119_90	255	292	345	136	7732	7695	7799
38	k119_90	142	179	345	136	7732	7695	7799
38	k119_90	29	66	345	136	7732	7695	7799
38	k119_90	255	292	345	14	28916	28879	73746
38	k119_90	142	179	345	14	28916	28879	73746
38	k119_90	29	66	345	14	28916	28879	73746
29	k119_90	256	284	345	14	29034	29006	73746
29	k119_90	143	171	345	14	29034	29006	73746
29	k119_90	30	58	345	14	29034	29006	73746
38	k119_90	30	67	345	8	49	86	46210
38	k119_90	143	180	345	8	49	86	46210
38	k119_90	256	293	345	8	49	86	46210
36	k119_90	30	65	345	337	49	84	169
36	k119_90	143	178	345	337	49	84	169
36	k119_90	256	291	345	337	49	84	169
36	k119_90	30	65	345	337	134	169	169
36	k119_90	143	178	345	337	134	169	169
36	k119_90	256	291	345	337	134	169	169
36	k119_90	255	290	345	44	53125	53090	97909
36	k119_90	142	177	345	44	53125	53090	97909
36	k119_90	29	64	345	44	53125	53090	97909
36	k119_90	30	65	345	44	97874	97909	97909
36	k119_90	143	178	345	44	97874	97909	97909
36	k119_90	256	291	345	44	97874	97909	97909
36	k119_90	30	65	345	7	40898	40933	50803
36	k119_90	143	178	345	7	40898	40933	50803
36	k119_90	256	291	345	7	40898	40933	50803
35	k119_90	29	66	345	51	108603	108640	133068
35	k119_90	142	179	345	51	108603	108640	133068
35	k119_90	255	292	345	51	108603	108640	133068
35	k119_90	255	292	345	6	9681	9644	57856
35	k119_90	142	179	345	6	9681	9644	57856
35	k119_90	29	66	345	6	9681	9644	57856
35	k119_90	29	66	345	3	19326	19363	40925
35	k119_90	142	179	345	3	19326	19363	40925
35	k119_90	255	292	345	3	19326	19363	40925
34	k119_90	29	65	345	3	18584	18620	40925
34	k119_90	142	178	345	3	18584	18620	40925
34	k119_90	255	291	345	3	18584	18620	40925
34	k119_90	30	66	345	5	51533	51569	58979
34	k119_90	143	179	345	5	51533	51569	58979
34	k119_90	256	292	345	5	51533	51569	58979
33	k119_90	28	72	345	35	9723	9767	105688
33	k119_90	141	185	345	35	9723	9767	105688
33	k119_90	254	298	345	35	9723	9767	105688
32	k119_90	258	292	345	10	14326	14292	111764
32	k119_90	145	179	345	10	14326	14292	111764
32	k119_90	32	66	345	10	14326	14292	111764
238	k119_92	58	295	330	404	1	238	238
169	k119_92	121	295	330	154	1	175	175
163	k119_92	36	204	330	226	1	169	169
144	k119_92	58	204	330	101	147	1	147
119	k119_92	212	330	330	82	1	119	2936
110	k119_92	7	119	330	227	3	115	115
106	k119_92	36	141	330	102	106	1	106
79	k119_92	7	88	330	302	126	207	207
79	k119_92	7	88	330	57	82	1	63646
79	k119_92	7	88	330	4	82	1	82836
1062	k119_93	45	1106	1165	347	1	1062	1062
161	k119_93	963	1165	1165	41	173860	174062	174142
145	k119_93	950	1130	1165	174	181	1	1558
141	k119_93	980	1132	1165	110	153	1	1452
128	k119_93	1	128	1165	150	128	1	194
123	k119_93	1040	1165	1165	380	206	81	206
117	k119_93	1049	1165	1165	288	1	117	262
101	k119_93	1023	1123	1165	282	1	101	101
100	k119_93	974	1106	1165	203	133	1	1571
91	k119_93	1040	1130	1165	208	1	91	91
86	k119_93	1047	1132	1165	207	86	1	86
84	k119_93	45	128	1165	99	1	84	2559
11069	k119_72	36	11104	11139	17	11069	1	11069
119	k119_72	11021	11139	11139	157	1	119	122
119	k119_72	1	119	11139	121	119	1	1345
118	k119_72	11019	11139	11139	16	124	4	39157
107	k119_72	11021	11139	11139	3	24419	24537	40925
99	k119_72	11023	11139	11139	51	45385	45269	133068
86	k119_72	36	130	11139	7	50803	50709	50803
85	k119_72	36	129	11139	19	209428	209335	209428
84	k119_72	11021	11104	11139	10	111681	111764	111764
81	k119_72	11059	11139	11139	414	1	81	88
81	k119_72	11059	11139	11139	42	1	81	21649
77	k119_72	11063	11139	11139	48	15303	15227	15303
77	k119_72	11063	11139	11139	14	1	77	73746
41	k119_72	11041	11102	11139	44	36825	36764	97909
3231	k119_73	101	3331	3366	300	3231	1	3231
149	k119_73	36	184	3366	218	1	149	149
146	k119_73	36	184	3366	259	1	149	149
136	k119_73	1	184	3366	1	87107	86924	97565
119	k119_73	1	119	3366	130	141	259	259
118	k119_73	3249	3366	3366	121	1345	1228	1345
87	k119_73	3239	3331	3366	113	93	1	5595
86	k119_73	3238	3332	3366	33	95	1	78662
85	k119_73	3248	3332	3366	148	1	85	85
84	k119_73	101	184	3366	228	1	84	88
81	k119_73	101	184	3366	293	1	84	168
81	k119_73	101	184	3366	279	1	84	4181
80	k119_73	105	184	3366	71	1	80	35241
80	k119_73	105	184	3366	73	43862	43783	43862
31807	k119_108	1212	33081	33506	127	31870	1	31870
246	k119_108	1023	1388	33506	127	31765	31400	31870
144	k119_108	1506	1682	33506	127	31870	31694	31870
1221	k119_108	36	1256	33506	319	1221	1	1221
152	k119_108	1303	1550	33506	319	248	1	1221
464	k119_108	33008	33471	33506	357	464	1	464
440	k119_108	33008	33471	33506	377	464	1	464
333	k119_108	1212	1550	33506	353	339	1	339
158	k119_108	1009	1256	33506	353	248	1	339
132	k119_108	1506	1682	33506	353	339	163	339
123	k119_108	1173	1295	33506	369	123	1	123
117	k119_108	1467	1589	33506	369	123	1	123
119	k119_108	33388	33506	33506	94	1	119	1688
118	k119_108	1	118	33506	135	589	706	706
101	k119_108	32966	33081	33506	60	116	1	60925
94	k119_108	32998	33091	33506	170	94	1	94
85	k119_108	35	119	33506	232	85	1	85
84	k119_108	36	119	33506	289	1	84	1808
84	k119_108	35	118	33506	234	1	84	85
84	k119_108	35	118	33506	233	1	84	85
84	k119_108	36	119	33506	26	1	84	178292
83	k119_108	36	118	33506	413	85	3	85
83	k119_108	36	118	33506	144	8113	8031	8113
83	k119_108	36	118	33506	116	27741	27659	27741
83	k119_108	36	118	33506	18	1	83	24849
82	k119_108	37	118	33506	75	1	82	9283
82	k119_108	37	118	33506	21	48841	48760	48841
431	k119_109	448	878	1054	235	431	1	431
377	k119_109	448	878	1054	251	1	431	431
316	k119_109	161	476	1054	362	1	316	316
301	k119_109	161	476	1054	275	1	316	316
260	k119_109	795	1054	1054	276	260	1	260
244	k119_109	1	244	1054	72	244	1	244
139	k119_109	393	531	1054	308	139	1	139
84	k119_109	1	84	1054	200	481	564	564
84	k119_109	971	1054	1054	261	2050	1967	2050
84	k119_109	1	84	1054	141	84	1	984
84	k119_109	971	1054	1054	100	14118	14035	14118
33023	k119_54	36	33058	40879	2	40918	7896	40918
7863	k119_54	32982	40844	40879	2	7863	1	40918
103	k119_54	8722	8866	40879	2	27897	27753	40918
103	k119_54	13057	13201	40879	2	32232	32088	40918
78	k119_54	32787	32864	40879	2	7774	7697	40918
78	k119_54	33071	33148	40879	2	8167	8090	40918
