150	k141_102	68	238	364	82	1213	1383	1478
70	k141_102	1	70	364	82	1145	1214	1478
54	k141_102	68	136	364	82	1330	1398	1478
37	k141_102	79	118	364	82	1017	1056	1478
33	k141_102	253	285	364	82	867	899	1478
30	k141_102	256	285	364	82	648	677	1478
116	k141_102	159	301	364	78	143	1	143
55	k141_102	68	131	364	78	117	54	143
114	k141_102	212	349	364	80	1	138	407
34	k141_102	95	131	364	80	1	37	407
75	k141_102	212	301	364	79	1	90	406
55	k141_102	79	136	364	79	192	249	406
36	k141_102	22	66	364	79	248	292	406
34	k141_102	95	131	364	79	1	37	406
60	k141_102	68	136	364	188	149	81	175
57	k141_102	68	136	364	263	92	160	180
57	k141_102	68	136	364	189	88	156	176
57	k141_102	68	136	364	17	2	70	21186
39	k141_102	88	138	364	17	577	627	21186
55	k141_102	68	131	364	195	29	92	92
340	k141_103	62	479	479	27	471	54	12908
66	k141_103	1	66	479	27	533	468	12908
213	k141_104	112	351	351	35	16852	17091	81302
406	k141_105	1	481	481	41	8443	8923	47764
227	k141_106	1	314	314	69	1092	779	1560
240	k141_107	74	352	352	91	4	282	955
205	k141_108	1	304	304	15	91887	91584	111734
220	k141_109	40	274	342	196	1	235	235
130	k141_109	186	342	342	63	2	158	2551
80	k141_109	186	274	342	55	5123	5035	5124
173	k141_111	249	427	427	17	419	241	21186
151	k141_111	49	250	427	17	620	419	21186
118	k141_111	49	250	427	17	296	95	21186
113	k141_111	1	113	427	17	113	1	21186
52	k141_111	49	163	427	17	179	65	21186
45	k141_111	1	45	427	17	437	393	21186
128	k141_111	24	163	427	189	176	37	176
125	k141_111	24	163	427	263	180	41	180
56	k141_111	1	89	427	263	89	1	180
122	k141_111	1	206	427	82	1441	1236	1478
78	k141_111	44	151	427	82	1281	1174	1478
62	k141_111	78	163	427	82	1478	1393	1478
110	k141_111	12	151	427	80	282	143	407
70	k141_111	1	163	427	80	407	245	407
37	k141_111	49	85	427	80	37	1	407
105	k141_111	1	156	427	79	292	137	406
79	k141_111	166	250	427	79	358	274	406
67	k141_111	1	163	427	79	406	244	406
37	k141_111	49	85	427	79	37	1	406
93	k141_111	1	138	427	188	38	175	175
62	k141_111	78	163	427	188	1	86	175
89	k141_111	51	163	427	187	117	5	117
86	k141_111	51	163	427	186	149	37	149
77	k141_111	49	140	427	195	92	1	92
75	k141_111	49	138	427	78	54	143	143
57	k141_111	1	90	427	194	90	1	91
57	k141_111	1	90	427	193	90	1	91
56	k141_111	1	89	427	190	6	94	94
42	k141_111	110	163	427	190	1	54	94
56	k141_111	1	89	427	192	90	2	91
56	k141_111	1	89	427	191	90	2	91
263	k141_112	589	866	866	11	28491	28214	73369
145	k141_112	130	298	866	11	26575	26743	73369
140	k141_112	1	140	866	41	45261	45400	47764
364	k141_114	191	611	611	156	1	421	425
229	k141_114	1	280	611	8	57073	57352	57352
244	k141_115	1	325	325	14	10975	10651	110506
55	k141_116	1	148	521	209	33	180	180
52	k141_116	1	148	521	116	26	173	173
36	k141_116	1	51	521	315	59	9	92
36	k141_116	1	51	521	247	58	8	91
36	k141_116	1	51	521	245	65	15	95
36	k141_116	1	51	521	244	59	9	91
36	k141_116	1	51	521	243	58	8	91
36	k141_116	1	51	521	242	58	8	91
36	k141_116	1	51	521	52	57	7	3635
36	k141_116	1	51	521	8	57	7	57352
36	k141_116	1	51	521	248	34	84	91
36	k141_116	1	51	521	246	32	82	96
36	k141_116	1	51	521	134	101	151	157
36	k141_116	1	51	521	53	7139	7189	7198
36	k141_116	1	51	521	44	12558	12608	12616
36	k141_116	1	51	521	35	81243	81293	81302
36	k141_116	1	51	521	10	123244	123294	123300
411	k141_117	1	492	492	68	3824	3333	4014
